Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_Meanratio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDO01,21.1,21.1,129.7994,OUT018,1284.994,1.6493582763379782,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP32,6.65,6.65,126.8678,OUT017,1780.3492,0.5198214472818746,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN07,18.5,18.5,130.9284,OUT018,1977.4260000000002,1.4461198157465684,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRN47,12.792854228644991,12.792854228644991,180.766,OUT027,3056.022,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCM18,13.0,13.0,61.1194,OUT045,2352.9372,1.016192302957048,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDD40,12.792854228644991,12.792854228644991,193.6162,OUT027,5195.2374,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW47,15.0,15.0,122.8414,OUT046,731.0484,1.1725295803350555,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI45,13.1,13.1,175.6054,OUT049,1050.6324,1.0240091668259486,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ46,11.1,11.1,174.0054,OUT018,2101.2648,0.867671889447941,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD38,16.75,16.75,100.2674,OUT010,203.7348,1.309324698040812,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS37,7.655,7.655,117.2492,OUT045,2432.8332,0.5983809291643234,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY60,10.5,10.5,145.2128,OUT045,3739.1328,0.8207707062345388,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP13,8.1,8.1,41.948,OUT018,199.74,0.63316597338093,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDM28,15.7,15.7,181.36599999999999,OUT045,1977.4260000000002,1.227247627417358,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY33,14.5,14.5,159.7262,OUT017,5728.5432,1.1334452609905536,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCM54,17.7,17.7,125.5678,OUT013,1398.8458,1.3835849047953654,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK04,7.36,7.36,58.5588,OUT046,801.6232,0.5753211807510673,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI42,18.75,18.75,207.1954,OUT035,1667.1632,1.4656619754188194,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDF45,18.2,18.2,59.9904,OUT018,644.4944,1.4226692241398673,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN56,5.46,5.46,144.8786,OUT049,3323.0078,0.4268007672419602,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR56,15.5,15.5,196.5768,OUT017,3350.3056,1.2116138996795573,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX40,12.85,12.85,39.3164,OUT046,540.6296,1.0044670071536976,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB34,15.25,15.25,86.0198,OUT017,2006.0554,1.1920717400073064,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY47,8.6,8.6,130.531,OUT045,1298.31,0.6722502927254318,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRB01,7.39,7.39,190.953,OUT013,2466.7889999999998,0.5776662399117374,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDR51,9.035,9.035,151.4708,OUT045,2407.5328,0.7062536505551484,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR48,11.65,11.65,152.3024,OUT049,1518.024,0.9106646407268931,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ25,15.7,15.7,171.179,OUT013,1867.569,1.227247627417358,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ04,18.0,18.0,120.3124,OUT045,2725.7852,1.4070354964020666,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCG07,12.792854228644991,12.792854228644991,190.85299999999998,OUT027,4554.072,1.0000000000000435,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDB52,17.75,17.75,257.4672,OUT018,3835.008,1.3874933367298157,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH14,17.1,17.1,142.0838,OUT045,2528.7084,1.3366837215819634,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCY17,18.2,18.2,43.0086,OUT046,758.3462,1.4226692241398673,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX31,20.35,20.35,234.4958,OUT045,1402.1748,1.5907317973212254,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN12,15.6,15.6,112.3544,OUT046,1006.6896,1.2194307635484578,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG56,13.3,13.3,59.7536,OUT018,918.804,1.0396428945637493,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP23,6.71,6.71,218.3166,OUT018,5660.6316,0.5245115656032149,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC47,15.0,15.0,226.9694,OUT045,6851.081999999999,1.1725295803350555,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW25,12.792854228644991,12.792854228644991,86.8224,OUT027,1448.7808,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCR42,9.105,9.105,33.89,OUT045,99.87,0.7117254552633787,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRO59,11.8,11.8,75.4012,OUT049,986.7156,0.9223899365302437,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDT60,12.0,12.0,124.5388,OUT018,1733.7432,0.9380236642680444,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE32,20.7,20.7,37.8506,OUT018,265.6542,1.6180908208623765,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF21,10.3,10.3,191.553,OUT017,6641.355,0.8051369784967382,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX04,19.6,19.6,46.0376,OUT013,527.3136,1.5321053183044726,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC22,6.89,6.89,193.482,OUT049,2510.0660000000003,0.5385819205672355,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD39,16.7,16.7,216.385,OUT045,3678.545,1.3054162661063617,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRC36,13.0,13.0,175.0054,OUT046,1926.1594,1.016192302957048,16,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRE01,10.1,10.1,241.7512,OUT046,5331.7264,0.7895032507589373,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDP37,15.6,15.6,130.3994,OUT013,2826.9868,1.2194307635484578,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRI01,7.97,7.97,173.7422,OUT045,2759.0752,0.6230040503513595,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCE19,12.792854228644991,12.792854228644991,54.5956,OUT019,218.3824,1.0000000000000435,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCS30,5.945,5.945,128.9652,OUT017,1808.3128,0.464712557006127,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX31,20.35,20.35,234.4958,OUT018,3271.7412,1.5907317973212254,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH47,13.5,13.5,96.4068,OUT046,2527.3768,1.05527662230155,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY11,6.71,6.71,65.0142,OUT018,856.8846,0.5245115656032149,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU23,12.15,12.15,166.0184,OUT010,330.2368,0.949748960071395,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO19,17.7,17.7,50.5034,OUT013,1458.102,1.3835849047953654,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP08,20.5,20.5,193.9478,OUT013,4456.1994,1.6024570931245758,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX19,19.1,19.1,235.1958,OUT013,4673.916,1.4930209989599708,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ28,12.3,12.3,191.2162,OUT017,1924.162,0.9614742558747456,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE29,8.905,8.905,62.0878,OUT049,302.939,0.6960917275255779,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC14,14.5,14.5,40.0454,OUT017,209.727,1.1334452609905536,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV44,8.365,8.365,190.7188,OUT017,1904.1879999999999,0.653880662633516,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF43,8.51,8.51,141.947,OUT017,2004.058,0.6652151152434215,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCY42,6.38,6.38,144.047,OUT013,3149.2340000000004,0.4987159148358436,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCZ06,12.792854228644991,12.792854228644991,253.8698,OUT027,3297.7074,1.0000000000000435,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDB29,16.7,16.7,115.1176,OUT035,1488.7288,1.3054162661063617,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL28,10.0,10.0,231.7668,OUT013,460.7336,0.781686386890037,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF57,14.5,14.5,168.6448,OUT045,2897.5616,1.1334452609905536,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE44,14.65,14.65,50.3692,OUT013,591.2304,1.1451705567939043,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU33,12.792854228644991,12.792854228644991,45.3402,OUT027,918.804,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA08,11.85,11.85,163.8526,OUT017,1808.9786,0.9262983684646938,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCC06,19.0,19.0,127.1336,OUT046,2812.3392,1.4852041350910703,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO32,6.36,6.36,45.806000000000004,OUT046,1165.15,0.49715254206206355,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU39,18.85,18.85,58.4562,OUT046,711.0744,1.4734788392877198,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCK18,9.6,9.6,165.9184,OUT018,2972.1312,0.7504189314144355,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDI26,5.94,5.94,177.3344,OUT049,1605.9096,0.464321713812682,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRE37,13.5,13.5,189.9872,OUT046,1323.6104,1.05527662230155,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCN26,10.85,10.85,117.5808,OUT010,351.5424,0.8481297297756901,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDS16,15.15,15.15,147.376,OUT035,2197.14,1.1842548761384062,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE40,15.6,15.6,62.4194,OUT018,804.9522,1.2194307635484578,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP03,5.15,5.15,122.9388,OUT017,2105.2596,0.4025684892483691,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA27,20.35,20.35,253.9672,OUT049,3068.0064,1.5907317973212254,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ12,8.895,8.895,208.8296,OUT049,5400.9696,0.6953100411386879,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT03,21.25,21.25,181.7608,OUT018,1102.5648,1.6610835721413286,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF50,4.905,4.905,195.7768,OUT035,2956.152,0.38341717276956316,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC51,10.895,10.895,124.17299999999999,OUT045,1601.249,0.8516473185166953,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL55,12.792854228644991,12.792854228644991,254.604,OUT019,759.012,1.0000000000000435,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDZ23,17.75,17.75,185.22400000000002,OUT035,6338.416,1.3874933367298157,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW24,6.8,6.8,50.2034,OUT045,1166.4816,0.5315467430852252,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH21,10.395,10.395,156.9604,OUT035,4595.3516,0.8125629991721934,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCQ41,14.8,14.8,193.5794,OUT010,390.1588,1.1568958525972548,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDH48,13.5,13.5,84.554,OUT018,778.9860000000001,1.05527662230155,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX11,16.0,16.0,183.6634,OUT035,2544.6876,1.2506982190240592,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK33,17.85,17.85,211.956,OUT013,4474.1759999999995,1.3953102005987161,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV36,18.7,18.7,127.102,OUT045,3289.052,1.4617535434843691,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCW41,18.0,18.0,159.3604,OUT045,2059.9852,1.4070354964020666,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU32,12.792854228644991,12.792854228644991,120.8414,OUT019,852.8898,1.0000000000000435,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE36,5.26,5.26,162.7868,OUT045,4258.4568,0.41116703950415945,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO27,6.175,6.175,94.9752,OUT045,1534.0032,0.48269134390459784,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW27,5.86,5.86,156.6314,OUT045,3257.7594,0.4580682227175617,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ48,12.792854228644991,12.792854228644991,246.9118,OUT027,5681.2714,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR11,10.5,10.5,161.1578,OUT013,1765.0358,0.8207707062345388,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV07,9.5,9.5,110.3228,OUT018,2763.07,0.7426020675455351,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO50,12.792854228644991,12.792854228644991,93.0804,OUT027,2940.1728,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN04,11.8,11.8,178.2344,OUT017,2854.9504,0.9223899365302437,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ08,12.5,12.5,81.8592,OUT045,1238.388,0.9771079836125462,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD05,19.35,19.35,119.3098,OUT018,1928.1568,1.5125631586322217,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV60,20.2,20.2,195.011,OUT035,2749.7540000000004,1.5790065015178747,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG30,20.2,20.2,123.5046,OUT013,2739.1012,1.5790065015178747,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDX37,12.792854228644991,12.792854228644991,100.57,OUT027,5093.37,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW24,6.8,6.8,49.6034,OUT049,972.068,0.5315467430852252,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRM48,12.792854228644991,12.792854228644991,39.1848,OUT027,559.2719999999999,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDF46,12.792854228644991,12.792854228644991,116.7834,OUT027,4952.8862,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCY54,8.43,8.43,170.5422,OUT035,3621.2862,0.6589616241483012,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS35,9.3,9.3,64.6826,OUT017,774.9912,0.7269683398077345,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB04,11.35,11.35,88.3856,OUT035,1318.2839999999999,0.887214049120192,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK05,20.1,20.1,59.3536,OUT017,918.804,1.5711896376489745,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT46,11.35,11.35,49.0008,OUT010,101.2016,0.887214049120192,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDP52,12.792854228644991,12.792854228644991,228.601,OUT027,7350.432,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCR17,9.8,9.8,117.5492,OUT017,1390.1904,0.7660526591522363,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCN54,20.35,20.35,76.3328,OUT017,1312.9576,1.5907317973212254,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX12,18.2,18.2,241.2196,OUT035,6507.5292,1.4226692241398673,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRL23,18.35,18.35,105.2938,OUT035,2036.6822,1.434394519943218,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRN47,12.1,12.1,179.86599999999999,OUT045,3595.32,0.9458405281369447,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDM25,10.695,10.695,174.0712,OUT013,2460.7968,0.8360135907788946,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF52,12.792854228644991,12.792854228644991,184.2292,OUT027,4560.73,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU21,11.8,11.8,33.1558,OUT045,543.2928,0.9223899365302437,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDI15,13.8,13.8,263.5884,OUT017,2384.8956,1.078727213908251,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDJ09,15.0,15.0,46.4744,OUT018,543.2928,1.1725295803350555,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW03,5.63,5.63,105.1306,OUT046,3135.9179999999997,0.4400894358190908,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA07,7.55,7.55,124.3072,OUT049,2695.1584,0.590173222101978,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU39,18.85,18.85,57.3562,OUT017,1007.3554,1.4734788392877198,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDI60,7.22,7.22,61.951,OUT045,1518.024,0.5643775713346068,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK33,17.85,17.85,211.65599999999998,OUT045,2556.672,1.3953102005987161,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN01,8.895,8.895,177.437,OUT049,3528.74,0.6953100411386879,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDV38,19.25,19.25,54.6956,OUT013,163.7868,1.5047462947633212,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCV06,11.3,11.3,194.2478,OUT013,2712.4692,0.8833056171857419,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ34,10.85,10.85,107.8622,OUT046,1058.622,0.8481297297756901,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRK37,5.0,5.0,189.85299999999998,OUT045,4933.5779999999995,0.3908431934450185,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCY53,20.0,20.0,110.2544,OUT013,1454.1072,1.563372773780074,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD53,12.792854228644991,12.792854228644991,43.7454,OUT027,671.1264,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV49,10.0,10.0,264.6226,OUT049,4757.8068,0.781686386890037,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY36,12.792854228644991,12.792854228644991,74.33800000000001,OUT019,146.476,1.0000000000000435,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDH34,8.63,8.63,185.7582,OUT046,3529.4058,0.674595351886102,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCD07,9.1,9.1,115.4518,OUT017,2390.8878,0.7113346120699336,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
